Cluster ID	About	Gene1	Gene2	Gene3	Gene4	Gene5
PSNF3	Selectivity	20.00	1.00	1.00	1.00	1.00
PSNF3	Robustness	1.00	1.00	1.00	1.00	1.00
PSNF2	Marker	Nefm	Palm3	Nefh	D930028M14Rik	Clec2l
PSNF2	Specificity	0.00	0.40	0.40	1.00	1.00
PSNF2	Selectivity	17.00	1.00	1.00	1.00	1.00
PSNF2	Robustness	1.00	1.00	1.00	1.00	1.00
PSNF1	Marker	Ppm1j	Tbx3os2	Ahnak2	Tusc5	Htr1d
PSNF1	Specificity	0.00	0.10	0.10	0.90	0.90
PSNF1	Selectivity	16.00	1.00	1.00	1.00	1.00
PSNF1	Robustness	1.00	1.00	1.00	1.00	1.00
PSNP1	Marker	Fam19a4	Fbp2	Piezo2	Tlx3	Paqr5
PSNP1	Specificity	0.00	0.00	0.70	0.70	0.70
PSNP1	Selectivity	20.00	2.00	1.00	1.00	1.00
PSNP1	Robustness	1.00	1.00	1.00	1.00	1.00
PSNP2	Marker	Gm7271	Chrna6	Ctxn3	Kcnmb1	Ppp1r1c
PSNP2	Specificity	0.00	0.30	0.30	0.30	0.30
PSNP2	Selectivity	21.00	1.00	1.00	1.00	1.00
PSNP2	Robustness	1.00	1.00	1.00	1.00	1.00
PSNP3	Marker	Mrgprd	9530053A07Rik	Lpar3	Tmem45b	Ppp1r1c
PSNP3	Specificity	0.00	0.10	0.60	0.60	0.60
PSNP3	Selectivity	24.00	1.00	1.00	1.00	1.00
PSNP3	Robustness	1.00	1.00	1.00	1.00	1.00
PSNP4	Marker	Mrgpra3	Otoa	Calcb	Krt27	Acpp
PSNP4	Specificity	0.00	0.40	0.40	0.40	0.40
PSNP4	Selectivity	26.00	1.00	1.00	1.00	1.00
PSNP4	Robustness	1.00	1.00	1.00	1.00	1.00
PSNP5	Marker	Mrgpra3	Cpb1	Isl2	Scn10a	Scn11a
PSNP5	Specificity	0.00	0.70	0.70	0.70	0.70
PSNP5	Selectivity	22.00	1.00	1.00	1.00	1.00
PSNP5	Robustness	1.00	1.00	1.00	1.00	1.00
PSNP6	Marker	Nppb	Tmem233	Il31ra	Ada	Gm525
PSNP6	Specificity	0.00	0.60	1.00	1.00	1.00
PSNP6	Selectivity	26.00	1.00	1.00	1.00	1.00
PSNP6	Robustness	1.00	1.00	1.00	1.00	1.00
COP1	Marker	Neu4	Brca1	Bmp4	Pak4	Lims2
COP1	Specificity	0.00	1.00	1.00	1.00	1.00
COP1	Selectivity	6.00	1.00	1.00	1.00	1.00
COP1	Robustness	1.00	1.00	1.00	1.00	1.00
COP2	Marker	Tnr	Rinl	Gpr17	Enpp6	Pdcd4
COP2	Specificity	0.00	0.10	0.10	0.10	0.10
COP2	Selectivity	6.00	1.00	1.00	1.00	1.00
COP2	Robustness	1.00	1.00	1.00	1.00	1.00
NFOL2	Marker	Tmem2	Gm26834	Rras2	Itpr2	Sema4d
NFOL2	Specificity	0.00	0.20	0.20	0.20	0.20
NFOL2	Selectivity	8.00	1.00	1.00	1.00	1.00
NFOL2	Robustness	1.00	1.00	1.00	1.00	1.00
NFOL1	Marker	Cnksr3	H2-Ab1	Rras2	Il23a	Tmem163
NFOL1	Specificity	0.00	0.10	0.10	0.10	0.10
NFOL1	Selectivity	9.00	1.00	1.00	1.00	1.00
NFOL1	Robustness	1.00	1.00	1.00	1.00	1.00
MFOL2	Marker	2210011C24Rik	Wfdc18	Tmem141	Birc2	Fam214a
MFOL2	Specificity	0.00	0.00	1.00	1.00	1.00
MFOL2	Selectivity	3.00	2.00	1.00	1.00	1.00
MFOL2	Robustness	1.00	1.00	1.00	1.00	1.00
MFOL1	Marker	Ccp110	Snx33	Hhip	Tmem88b	Arap2
MFOL1	Specificity	0.00	1.00	1.00	1.00	1.00
MFOL1	Selectivity	3.00	1.00	1.00	1.00	1.00
MFOL1	Robustness	1.00	1.00	1.00	1.00	1.00
MOL1	Marker	Opalin	Ninj2	Efhd1	Mal	Ppp1r14a
MOL1	Specificity	0.00	1.00	1.00	1.00	1.00
MOL1	Selectivity	3.00	1.00	1.00	1.00	1.00
MOL1	Robustness	1.00	1.00	1.00	1.00	1.00
MOL2	Marker	Hapln2	Dock5	Anln	Ugt8a	Gjb1
MOL2	Specificity	0.00	1.00	1.00	1.00	1.00
MOL2	Selectivity	4.00	1.00	1.00	1.00	1.00
MOL2	Robustness	1.00	1.00	1.00	1.00	1.00
MOL3	Marker	Klk6	Nkx2-9	Cdkn1c	Rab37	2700046A07Rik
MOL3	Specificity	0.00	0.10	0.10	0.10	0.10
MOL3	Selectivity	4.00	1.00	1.00	1.00	1.00
MOL3	Robustness	1.00	1.00	1.00	1.00	1.00
CHOR	Marker	Ttr	Folr1	Clic6	Kl	Slc4a5
CHOR	Specificity	0.00	1.00	1.00	1.00	1.00
CHOR	Selectivity	12.00	1.00	1.00	1.00	1.00
CHOR	Robustness	1.00	1.00	1.00	1.00	1.00
HYPEN	Marker	Spp2	Sspo	Wfdc2	Spdef	Fam216b
HYPEN	Specificity	0.00	1.00	1.00	1.00	1.00
HYPEN	Selectivity	6.00	1.00	1.00	1.00	1.00
HYPEN	Robustness	1.00	1.00	1.00	1.00	1.00
EPSC	Marker	1500015O10Rik	Slc26a3	1700012B09Rik	Dynlrb2	Rsph1
EPSC	Specificity	0.00	0.70	1.00	1.00	1.00
EPSC	Selectivity	16.00	1.00	1.00	1.00	1.00
EPSC	Robustness	1.00	1.00	1.00	1.00	1.00
EPEN	Marker	Ccdc153	Krt15	Tmem212	Hdc	2410004P03Rik
EPEN	Specificity	0.00	0.10	0.80	0.90	0.90
EPEN	Selectivity	7.00	1.00	1.00	1.00	1.00
EPEN	Robustness	1.00	1.00	1.00	1.00	1.00
EPMB	Marker	Tnnt3	Cfap126	Mlf1	4933407L21Rik	Calml4
EPMB	Specificity	0.00	0.60	0.90	0.90	1.00
EPMB	Selectivity	4.00	1.00	1.00	1.00	1.00
EPMB	Robustness	1.00	1.00	1.00	1.00	1.00
RGDG	Marker	E330013P04Rik	Hopx	Thrsp	Hes5	E130114P18Rik
RGDG	Specificity	0.00	0.70	0.70	0.90	0.90
RGDG	Selectivity	3.00	1.00	1.00	1.00	1.00
RGDG	Robustness	1.00	1.00	1.00	1.00	1.00
RGSZ	Marker	2810459M11Rik	Gm14964	Mlc1	Riiad1	E130114P18Rik
RGSZ	Specificity	0.00	1.00	1.00	1.00	1.00
RGSZ	Selectivity	2.00	1.00	1.00	1.00	1.00
RGSZ	Robustness	1.00	1.00	1.00	1.00	1.00
ACTE1	Marker	Fam107a	Cbs	Mlc1	Ntsr2	Clu
ACTE1	Specificity	0.00	1.00	1.00	1.00	1.00
ACTE1	Selectivity	4.00	1.00	1.00	1.00	1.00
ACTE1	Robustness	1.00	1.00	1.00	1.00	1.00
ACTE2	Marker	Ppp1r3g	Gm11627	Mfge8	Cldn10	S1pr1
ACTE2	Specificity	0.00	1.00	1.00	1.00	1.00
ACTE2	Selectivity	3.00	1.00	1.00	1.00	1.00
ACTE2	Robustness	1.00	1.00	1.00	1.00	1.00
ACOB	Marker	Islr	Slc6a11	Gldc	Slc13a3	Igfbp2
ACOB	Specificity	0.00	0.10	0.10	0.10	0.10
ACOB	Selectivity	4.00	1.00	1.00	1.00	1.00
ACOB	Robustness	1.00	1.00	1.00	1.00	1.00
ACNT1	Marker	Slc7a10	Mfsd2a	Fgfr3	Cldn10	Gjb6
ACNT1	Specificity	0.00	1.00	1.00	1.00	1.00
ACNT1	Selectivity	2.00	1.00	1.00	1.00	1.00
ACNT1	Robustness	1.00	1.00	1.00	1.00	1.00
ACNT2	Marker	Agt	Apoc1	Igsf1	Itih3	Slc25a18
ACNT2	Specificity	0.00	0.30	0.30	0.30	0.30
ACNT2	Selectivity	3.00	1.00	1.00	1.00	1.00
ACNT2	Robustness	1.00	1.00	1.00	1.00	1.00
ACMB	Marker	Myoc	Gfap	Slc36a2	Aqp4	C4b
ACMB	Specificity	0.00	0.90	1.00	1.00	1.00
ACMB	Selectivity	4.00	1.00	1.00	1.00	1.00
ACMB	Robustness	1.00	1.00	1.00	1.00	1.00
ACBG	Marker	Gdf10	Timp4	Id4	A2m	Dao
ACBG	Specificity	0.00	1.00	1.00	1.00	1.00
ACBG	Selectivity	5.00	1.00	1.00	1.00	1.00
ACBG	Robustness	1.00	1.00	1.00	1.00	1.00
OEC	Marker	Prss56	Mgst1	Clca3a1	Fabp7	Ccdc80
OEC	Specificity	0.00	1.00	1.00	1.00	1.00
OEC	Selectivity	5.00	1.00	1.00	1.00	1.00
OEC	Robustness	1.00	1.00	1.00	1.00	1.00
OPC	Marker	Pdgfra	C1ql1	Sapcd2	Emid1	Lhfpl3
OPC	Specificity	0.00	1.00	1.00	1.00	1.00
OPC	Selectivity	8.00	1.00	1.00	1.00	1.00
OPC	Robustness	1.00	1.00	1.00	1.00	1.00
SCHW	Marker	Mpz	Ncmap	Prx	Cldn19	Fam178b
SCHW	Specificity	0.00	0.10	1.00	1.00	1.00
SCHW	Selectivity	7.00	1.00	1.00	1.00	1.00
SCHW	Robustness	1.00	1.00	1.00	1.00	1.00
SATG2	Marker	Fbln2	Ceacam10	Tyrp1	Prss35	Dhh
SATG2	Specificity	0.00	1.00	1.00	1.00	1.00
SATG2	Selectivity	6.00	1.00	1.00	1.00	1.00
SATG2	Robustness	1.00	1.00	1.00	1.00	1.00
SATG1	Marker	Cdc20	Tex40	Cdk1	Pbk	Birc5
SATG1	Specificity	0.00	0.10	0.10	0.10	0.10
SATG1	Selectivity	8.00	1.00	1.00	1.00	1.00
SATG1	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG1	Marker	Cenpf	Hist1h2ap	Cks2	Prc1	Top2a
ENTG1	Specificity	0.00	0.20	0.20	0.20	0.20
ENTG1	Selectivity	11.00	1.00	1.00	1.00	1.00
ENTG1	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG2	Marker	Hspa1a	Casp4	Gm12216	Atf3	Socs3
ENTG2	Specificity	0.00	0.80	0.80	0.80	0.80
ENTG2	Selectivity	4.00	1.00	1.00	1.00	1.00
ENTG2	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG3	Marker	Hspa1a	Parp14	Pdlim1	Mmp2	Matn2
ENTG3	Specificity	0.00	0.90	0.90	0.90	0.90
ENTG3	Selectivity	8.00	1.00	1.00	1.00	1.00
ENTG3	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG4	Marker	Tax1bp3	4930589L23Rik	Col20a1	Postn	Sumo2
ENTG4	Specificity	0.00	1.00	1.00	1.00	1.00
ENTG4	Selectivity	5.00	1.00	1.00	1.00	1.00
ENTG4	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG5	Marker	Fam198b	4930589L23Rik	Olfml2a	Scn7a	Col18a1
ENTG5	Specificity	0.00	0.00	0.10	0.10	0.10
ENTG5	Selectivity	11.00	2.00	1.00	1.00	1.00
ENTG5	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG6	Marker	Ifi27l2a	Lbp	H2-Q7	Scn7a	Sostdc1
ENTG6	Specificity	0.00	0.80	0.80	0.80	0.80
ENTG6	Selectivity	12.00	1.00	1.00	1.00	1.00
ENTG6	Robustness	1.00	1.00	1.00	1.00	1.00
ENTG7	Marker	Col12a1	Cpxm2	Ctgf	Col9a2	Tbx3os1
ENTG7	Specificity	0.00	1.00	1.00	1.00	1.00
ENTG7	Selectivity	8.00	1.00	1.00	1.00	1.00
ENTG7	Robustness	1.00	1.00	1.00	1.00	1.00
ENVLMC	Marker	Dpt	Spon2	Lum	Thbs2	Tcf21
ENVLMC	Specificity	0.00	0.10	0.80	1.00	1.00
ENVLMC	Selectivity	21.00	1.00	1.00	1.00	1.00
ENVLMC	Robustness	1.00	1.00	1.00	1.00	1.00
ABC	Marker	Mgp	Slc47a1	Dapl1	Lypd2	Thbd
ABC	Specificity	0.00	0.50	1.00	1.00	1.00
ABC	Selectivity	16.00	1.00	1.00	1.00	1.00
ABC	Robustness	1.00	1.00	1.00	1.00	1.00
VLMC2	Marker	Slc6a13	Ptgds	Gjb2	Slc22a6	Aldh1a2
VLMC2	Specificity	0.00	0.20	0.20	0.20	0.20
VLMC2	Selectivity	9.00	1.00	1.00	1.00	1.00
VLMC2	Robustness	1.00	1.00	1.00	1.00	1.00
VLMC1	Marker	Dcn	Fam180a	Nupr1	Tbx18	Col1a1
VLMC1	Specificity	0.00	1.00	1.00	1.00	1.00
VLMC1	Selectivity	8.00	1.00	1.00	1.00	1.00
VLMC1	Robustness	1.00	1.00	1.00	1.00	1.00
VECA	Marker	Igf2	Sema3g	Gkn3	Tbx18	Notch3
VECA	Specificity	0.00	0.10	0.10	0.10	0.10
VECA	Selectivity	13.00	1.00	1.00	1.00	1.00
VECA	Robustness	1.00	1.00	1.00	1.00	1.00
PER3	Marker	Kcnj8	Anpep	Vtn	Cox4i2	P2ry14
PER3	Specificity	0.00	1.00	1.00	1.00	1.00
PER3	Selectivity	5.00	1.00	1.00	1.00	1.00
PER3	Robustness	1.00	1.00	1.00	1.00	1.00
VSMCA	Marker	Acta2	Mustn1	Tagln	Myh11	Map3k7cl
VSMCA	Specificity	0.00	1.00	1.00	1.00	1.00
VSMCA	Selectivity	3.00	1.00	1.00	1.00	1.00
VSMCA	Robustness	1.00	1.00	1.00	1.00	1.00
PER1	Marker	Higd1b	Degs2	Ndufa4l2	Rgs5	Flt1
PER1	Specificity	0.00	0.00	0.60	0.60	0.60
PER1	Selectivity	10.00	2.00	1.00	1.00	1.00
PER1	Robustness	1.00	1.00	1.00	1.00	1.00
PER2	Marker	Ecscr	Tbxa2r	Cd93	Ctla2a	Apln
PER2	Specificity	0.00	0.10	0.10	0.10	0.10
PER2	Selectivity	10.00	1.00	1.00	1.00	1.00
PER2	Robustness	1.00	1.00	1.00	1.00	1.00
VECC	Marker	Ecscr	Gadd45a	Meox1	Ctla2a	Apln
VECC	Specificity	0.00	1.00	1.00	1.00	1.00
VECC	Selectivity	6.00	1.00	1.00	1.00	1.00
VECC	Robustness	1.00	1.00	1.00	1.00	1.00
VECV	Marker	Ly6c1	Scgb3a1	Cldn5	Ly6a	Pltp
VECV	Specificity	0.00	1.00	1.00	1.00	1.00
VECV	Selectivity	5.00	1.00	1.00	1.00	1.00
VECV	Robustness	1.00	1.00	1.00	1.00	1.00
PVM1	Marker	Pf4	Cd74	Lyz2	Ms4a7	Ccl24
PVM1	Specificity	0.00	1.00	1.00	1.00	1.00
PVM1	Selectivity	3.00	1.00	1.00	1.00	1.00
PVM1	Robustness	1.00	1.00	1.00	1.00	1.00
PVM2	Marker	Pf4	Cxcl2	Lyz2	Ccl7	Mrc1
PVM2	Specificity	0.00	0.10	0.10	0.10	0.10
PVM2	Selectivity	5.00	1.00	1.00	1.00	1.00
PVM2	Robustness	1.00	1.00	1.00	1.00	1.00
MGL3	Marker	Ccl4	Tnf	Ccl3	Ccrl2	Bcl2a1b
MGL3	Specificity	0.00	0.20	0.20	0.20	0.20
MGL3	Selectivity	5.00	1.00	1.00	1.00	1.00
MGL3	Robustness	1.00	1.00	1.00	1.00	1.00
MGL2	Marker	Tmem119	Casp8	Selplg	Csf1r	Ctss
MGL2	Specificity	0.00	1.00	1.00	1.00	1.00
MGL2	Selectivity	5.00	1.00	1.00	1.00	1.00
MGL2	Robustness	1.00	1.00	1.00	1.00	1.00
MGL1	Marker	P2ry12	Ccr6	Gpr34	Trem2	Ctss
MGL1	Specificity	0.00	0.70	0.70	0.70	0.70
MGL1	Selectivity	4.00	1.00	1.00	1.00	1.00
MGL1	Robustness	1.00	1.00	1.00	1.00	1.00
